"Sequence",0,1,2
"1616117_Streptomyces_formicae-Streptomycetales",4.530448,0.73445195,3.286836
"553510_Streptomyces_gilvosporeus-Streptomycetales",4.022554,0.96982455,2.1620083
"1907_Streptomyces_glaucescens-Streptomycetales",4.4188876,0.8871363,3.4356196
"2875706_Streptomyces_gobiensis-Streptomycetales",3.621391,1.3243178,2.8051672
"68214_Streptomyces_griseochromogenes-Streptomycetales",4.4092817,0.8134464,3.340573
"1077946_Streptomyces_hundungensis-Streptomycetales",4.420611,0.95487714,3.2001348
"2293571_Streptomyces_inhibens-Streptomycetales",4.196021,1.044486,2.2047193
"1967_Streptomyces_kanamyceticus-Streptomycetales",4.5778923,0.77861714,3.3226714
"1915_Streptomyces_lincolnensis-Streptomycetales",4.766624,0.54382885,2.946553
"1535768_Streptomyces_lunaelactis-Streptomycetales",4.3290634,0.88142526,3.2681265
"47763_Streptomyces_lydicus-Streptomycetales",4.155163,1.0918093,2.2766967
"2878388_Streptomyces_marincola-Streptomycetales",3.536854,1.2785261,2.7379634
"28894_Streptomyces_nitrosporeus-Streptomycetales",4.526539,0.82720864,3.3047504
"66374_Streptomyces_nojiriensis-Streptomycetales",4.3713417,1.1020726,3.0129638
"47716_Streptomyces_olivaceus-Streptomycetales",4.8849897,0.34699655,3.1959636
"68246_Streptomyces_olivoreticuli-Streptomycetales",4.2084885,0.7973828,2.2945414
"68249_Streptomyces_pactum-Streptomycetales",4.5899706,0.8129104,3.3615031
"146923_Streptomyces_parvulus-Streptomycetales",4.471078,0.873851,3.3679302
"67345_Streptomyces_prasinus-Streptomycetales",4.372801,0.8480588,3.306939
"38300_Streptomyces_pristinaespiralis-Streptomycetales",4.762413,0.49731305,3.115089
"2599401_Streptomyces_qinzhouensis-Streptomycetales",4.441746,0.87526137,3.2312913
"173860_Streptomyces_rectiverticillatus-Streptomycetales",4.1822624,0.7745065,2.2497485
"73044_Streptomyces_seoulensis-Streptomycetales",4.256664,0.8558431,3.3068583
"68270_Streptomyces_spectabilis-Streptomycetales",4.5436287,0.69816357,3.285927
"1690221_Streptomyces_spongiicola-Streptomycetales",4.3671036,0.83663005,3.1332679
"36818_Streptomyces_subrutilus-Streptomycetales",4.377102,0.9933748,3.0252502
"1932_Streptomyces_tendae-Streptomycetales",4.502222,0.8612542,3.3020413
"67381_Streptomyces_violascens-Streptomycetales",4.4394903,0.77796215,3.2973127
"67581_Streptomyces_viridosporus-Streptomycetales",4.6772046,0.51893616,2.965643
"2001_Streptosporangium_roseum-Streptosporangiales",1.2010975,4.773163,-0.89485765
"53522_Thermobifida_alba-Streptosporangiales",0.8478234,3.265474,0.15183711
"483545_Thermobifida_halotolerans-Streptosporangiales",0.8892214,3.2662373,0.14757752
"2006_Thermobispora_bispora-Streptosporangiales",1.0447692,4.015876,-0.25819087
"2020_Thermomonospora_curvata-Streptosporangiales",1.2243651,3.8391125,0.032280207
"2597660_Tomitella_fengzijianii-Corynebacteriales",-0.21132171,-1.1067204,0.5419736
"2760083_Tomitella_gaofuii-Corynebacteriales",-0.19349778,-1.0387508,0.4559486
"2061_Tsukamurella_paurometabola-Corynebacteriales",-0.45087874,0.12024492,-0.13975573
"47312_Tsukamurella_pulmonis-Corynebacteriales",-0.37019348,0.09629494,-0.13090897
"57704_Tsukamurella_tyrosinosolvens-Corynebacteriales",-0.44958913,0.14699674,-0.18408084
"186189_Xylanimonas_cellulosilytica-Micrococcales",-0.6574787,1.4275496,4.4993343
"857417_Janibacter_indicus-Micrococcales",-0.31990325,1.6994857,4.5012207
"40318_Streptomyces_nodosus-Streptomycetales",4.2979107,0.87692857,3.2777064
"59505_Actinotignum_schaalii-Actinomycetales",-0.69311297,1.2222624,4.191548
"1200352_Corynebacterium_terpenotabidum-Corynebacteriales",-0.5033153,-0.5032122,1.1715227
"1332264_Tessaracoccus_aquimaris-Propionibacteriales",0.27078813,2.4735715,2.2490413
"1774216_Nocardioides_rotundus-Propionibacteriales",-0.16834736,1.7474673,4.7784824
"1940_Streptomyces_albireticuli-Streptomycetales",4.2454224,0.79404044,2.2648559
"266940_Kineococcus_radiotolerans-Kineosporiales",0.36537826,2.7455404,1.7704774
"84096_Gordonia_alkanivorans-Corynebacteriales",-0.62822354,-1.4137866,0.6138127
"1435356_Rhodococcus_pyridinivorans-Corynebacteriales",-0.5103898,-1.0691739,0.29109454
"1275_Kocuria_rosea-Micrococcales",-0.20625734,3.1105583,3.168722
"1671680_Rathayibacter_tanaceti-Micrococcales",-0.7956892,4.098737,2.7598755
"319706_Mycolicibacterium_phocaicum-Corynebacteriales",-0.6185883,-2.0334618,0.48105168
"390989_Actinocatenispora_sera-Micromonosporales",0.38010144,2.5534396,0.8869686
"1681_Bifidobacterium_bifidum-Bifidobacteriales",-1.364074,-0.9826218,6.7424817
"1962118_Mycobacteroides_abscessus-Corynebacteriales",-0.6005106,-1.3303287,0.2889998
"82380_Microbacterium_oxydans-Micrococcales",-1.2027256,3.971774,2.6544445
"145458_Rathayibacter_toxicus-Micrococcales",-0.60689306,3.9562118,2.8144855
"191292_Rhodococcus_aetherivorans-Corynebacteriales",-0.5286982,-1.4000947,0.44374442
"2775496_Mycobacterium_senriense-Corynebacteriales",-0.827548,-3.1454053,1.2293319
"1603886_Bifidobacterium_lemurum-Bifidobacteriales",-1.3012655,-1.1653917,6.811101
"35760_Bifidobacterium_choerinum-Bifidobacteriales",-1.1414204,-0.9214703,6.69724
"2730919_Kineosporiaceae_bacterium-Kineosporiales",0.58258736,2.653935,1.6202708
"37929_Glutamicibacter_nicotianae-Micrococcales",-0.5527035,3.2227414,2.7230196
"2603206_Ruania_zhangjianzhongii-Micrococcales",-0.15833795,1.8858345,3.8359804
"1303692_Streptomyces_fulvissimus-Streptomycetales",4.8654013,0.5749348,2.9665258
"78331_Mycobacterium_canettii-Corynebacteriales",-0.82253766,-3.1319437,1.1836101
"2033_Microbacterium_testaceum-Micrococcales",-1.20592,4.1195297,2.6119585
"129921_Amycolatopsis_keratiniphila-Pseudonocardiales",0.43540138,0.89770633,-0.6398163
"703613_Bifidobacterium_animalis-Bifidobacteriales",-1.2157037,0.35804784,5.4059777
"43674_Jonesia_denitrificans-Micrococcales",-0.48318183,1.9113861,4.149502
"1914_Streptomyces_lavendulae-Streptomycetales",4.3381186,1.0400612,2.963787
"408015_Streptomyces_xiamenensis-Streptomycetales",3.6415207,1.3684027,2.718177
"2714935_Leucobacter_viscericola-Micrococcales",-1.1338172,3.7856398,2.341093
"2760089_Nocardioides_dongkuii-Propionibacteriales",-0.13850772,1.4342397,5.028493
"2714933_Leucobacter_coleopterorum-Micrococcales",-1.1276033,3.815607,2.3686817
"1691_Bifidobacterium_indicum-Bifidobacteriales",-1.2961707,-0.051791728,5.6610994
"1694_Bifidobacterium_pseudolongum-Bifidobacteriales",-1.0596796,-0.9687699,6.6029015
"1912795_Boudabousia_tangfeifanii-Actinomycetales",-0.29631126,1.2356447,4.490915
"298654_Frankia_inefficax-Frankiales",1.5536983,2.2175646,0.71374846
"888050_Schaalia_cardiffensis-Actinomycetales",-0.5645083,1.3988588,4.69759
"110539_Mycolicibacterium_vanbaalenii-Corynebacteriales",-0.82589746,-2.1280458,0.3532591
"131568_Kineococcus_radiotolerans-Kineosporiales",0.36537826,2.7455404,1.7704774
"28026_Bifidobacterium_pseudocatenulatum-Bifidobacteriales",-1.178658,-0.95213723,6.594236
"1690220_Phycicoccus_endophyticus-Micrococcales",-0.32004213,1.4271659,4.4706182
"1708_Cellulomonas_fimi-Micrococcales",-0.31557488,1.913556,4.0774035
"1827580_Streptomyces_nigra-Streptomycetales",4.8408213,0.5182288,3.0095632
"1774_Mycobacteroides_chelonae-Corynebacteriales",-0.46167123,-1.3333123,0.36443448
"302912_Bifidobacterium_animalis-Bifidobacteriales",-1.3628547,-0.7003411,6.2382507
"2518371_Nocardioides_seonyuensis-Propionibacteriales",-0.1671722,1.3878083,4.912117
"1737425_Corynebacterium_provencense-Corynebacteriales",-0.5027826,-0.43283582,1.0509037
"33918_Microbacterium_liquefaciens-Micrococcales",-1.2428882,3.989341,2.6974623
"401473_Bifidobacterium_dentium-Bifidobacteriales",-1.2042859,0.3947531,5.5147505
"361575_Pseudarthrobacter_phenanthrenivorans-Micrococcales",-0.41232944,3.226671,3.171624
"904291_Microbacterium_sediminis-Micrococcales",-0.9676746,3.6820712,2.903932
"479978_Micromonospora_tulbaghiae-Micromonosporales",0.79494727,3.0096655,0.16077709
"680198_Streptomyces_scabiei-Streptomycetales",4.842928,0.51257986,3.0514193
"85336_Rothia_nasimurium-Micrococcales",-0.9292283,2.8885763,2.956421
"1355015_Streptomyces_pluripotens-Streptomycetales",4.4030046,0.849103,3.3516407
"43770_Corynebacterium_striatum-Corynebacteriales",-0.26526296,-0.25450182,1.2963805
"316284_Streptomyces_noursei-Streptomycetales",4.204179,0.89631385,2.2944674
"48665_Streptomyces_viridifaciens-Streptomycetales",3.9740446,0.6758864,2.8061178
"121292_Pseudarthrobacter_sulfonivorans-Micrococcales",-0.40624094,3.2994545,3.1920936
"156977_Microbacterium_resistens-Micrococcales",-1.1013796,4.0165386,2.6192315
"67304_Streptomyces_griseorubiginosus-Streptomycetales",4.778266,0.46116033,3.0946805
"1138383_Mycobacterium_paraintracellulare-Corynebacteriales",-0.8025167,-3.0898676,1.2785038
"1906_Streptomyces_fradiae-Streptomycetales",4.2925825,0.65847784,3.2010388
"2014_Nocardiopsis_dassonvillei-Streptosporangiales",1.1503186,3.1637323,0.15510798
"172042_Rothia_aeria-Micrococcales",-0.7578243,3.0595899,2.9554944
"1150460_Bifidobacterium_catenulatum-Bifidobacteriales",-1.1846619,-0.9529946,6.594631
"391904_Bifidobacterium_longum-Bifidobacteriales",-1.3916805,-1.0769502,6.789425
"909952_Cutibacterium_acnes-Propionibacteriales",0.44370618,2.838169,2.0844889
"443149_Mycobacterium_tuberculosis-Corynebacteriales",-0.820982,-3.132069,1.1836917
"2041_Aeromicrobium_erythreum-Propionibacteriales",-0.23724282,1.9366477,4.409848
"557599_Mycobacterium_kansasii-Corynebacteriales",-0.85978186,-3.1869187,1.2347035
"111015_Actinomyces_radicidentis-Actinomycetales",-0.39759696,1.5302539,4.536557
"2716812_Candidatus_Frankia-Frankiales",1.5556741,2.2221794,0.8002126
"37330_Nocardia_nova-Corynebacteriales",-0.7131554,-1.5248389,0.4892826
"2708079_Microbacterium_fandaimingii-Micrococcales",-0.8793149,3.8569624,2.5160491
"199592_Microbacterium_paraoxydans-Micrococcales",-1.1925235,4.0236406,2.6809175
"1747_Cutibacterium_acnes-Propionibacteriales",0.4009748,2.7716284,2.1095915
"2795215_Brachybacterium_halotolerans-Micrococcales",-0.89521563,1.6016033,4.4705486
"674079_Marisediminicola_antarctica-Micrococcales",-0.96078193,3.9617329,2.7015133
"68280_Streptomyces_violaceusniger-Streptomycetales",4.189168,0.7125794,2.4043765
"1035817_Bifidobacterium_longum-Bifidobacteriales",-1.3471746,-1.1466725,6.798918
"267747_Cutibacterium_acnes-Propionibacteriales",0.4009748,2.7716284,2.1095915
"273677_Microbacterium_oleivorans-Micrococcales",-1.0685476,4.0178275,2.9525907
"2548456_Streptomyces_aquilus-Streptomycetales",4.545918,0.84487975,3.389837
"1136880_Mycobacterium_pseudoshottsii-Corynebacteriales",-0.7796105,-3.1777844,1.1991119
"1185650_Mycobacteroides_abscessus-Corynebacteriales",-0.6012498,-1.30372,0.2843449
"2897773_Ruania_halotolerans-Micrococcales",-0.3413819,2.2141843,3.6386433
"37637_Corynebacterium_pseudodiphtheriticum-Corynebacteriales",0.033928394,-0.10162103,1.5340896
"2750812_Actinomadura_graeca-Streptosporangiales",0.9573075,4.3708544,-0.26581764
"1310161_Corynebacterium_glutamicum-Corynebacteriales",-0.023326337,-0.5296141,1.3347236
"2933568_Nocardioidaceae_bacterium-Propionibacteriales",-0.31759405,1.5664948,4.520795
"52773_Schaalia_meyeri-Actinomycetales",-0.38789892,1.5104225,4.489685
"300019_Microbacterium_paludicola-Micrococcales",-1.1346757,4.0390234,2.8417225
"1167629_Bifidobacterium_animalis-Bifidobacteriales",-1.2141571,0.3468166,5.4122
"2017485_Brachybacterium_avium-Micrococcales",-1.0634762,1.5590596,4.286451
"2942909_Brachybacterium_kimchii-Micrococcales",-0.9245448,1.5897732,4.528773
"1630135_Dermabacter_vaginalis-Micrococcales",-0.92621005,1.6850822,4.3062806
"1871072_Nocardioidaceae_bacterium-Propionibacteriales",-0.28013372,0.97698474,4.963494
"2811421_Rhodococcus_pseudokoreensis-Corynebacteriales",-0.40727293,-1.3691292,0.5192237
"1655_Actinomyces_naeslundii-Actinomycetales",-0.5398587,1.5633049,4.466211
"405948_Saccharopolyspora_erythraea-Pseudonocardiales",0.24422777,0.728865,-0.18424487
"103816_Rhodococcus_pyridinivorans-Corynebacteriales",-0.385015,-1.4669671,0.5366032
"2840174_Rhodococcus_erythropolis-Corynebacteriales",-0.3092556,-1.3996413,0.4246981
"645127_Corynebacterium_kroppenstedtii-Corynebacteriales",-0.3336208,0.033857107,0.859642
"2782169_Microbacterium_cremeum-Micrococcales",-1.0894297,4.005574,2.7631538
"2653200_Streptomyces_phaeolivaceus-Streptomycetales",4.4781246,0.7570978,3.362445
"1711_Cellulomonas_flavigena-Micrococcales",-0.5208082,1.5803926,4.3281326
"2047_Rothia_dentocariosa-Micrococcales",-0.69326377,2.919813,3.0498757
"83332_Mycobacterium_tuberculosis-Corynebacteriales",-0.82253766,-3.1319437,1.1836101
"1078471_Serinicoccus_profundi-Micrococcales",-0.48826432,1.3933358,4.4992795
"43765_Corynebacterium_amycolatum-Corynebacteriales",-0.24973285,-0.7178925,1.0703535
"2219224_Nonomuraea_phyllanthi-Streptosporangiales",1.1991738,4.784607,-1.0431738
"871541_Actinomyces_oris-Actinomycetales",-0.51027083,1.614331,4.494978
"33881_Curtobacterium_luteum-Micrococcales",-0.84853065,3.8509638,2.8852777
"155177_Streptomyces_yatensis-Streptomycetales",4.189168,0.7125794,2.4043765
"1886_Streptomyces_albidoflavus-Streptomycetales",4.4394903,0.77796215,3.2973127
"78259_Scardovia_inopinata-Bifidobacteriales",-1.3051279,0.08290732,5.725302
"1773_Mycobacterium_tuberculosis-Corynebacteriales",-0.82253766,-3.1319437,1.1836101
"223392_Rhodococcus_gordoniae-Corynebacteriales",-0.3882891,-1.5002828,0.47185802
"2797636_Streptomyces_liliifuscus-Streptomycetales",4.8805885,0.44140998,3.1452065
"1682_Bifidobacterium_longum-Bifidobacteriales",-1.3979099,-1.0840309,6.763373
"2714937_Propioniciclava_coleopterorum-Propionibacteriales",0.42351955,2.613789,2.3511763
"2779775_Ruania_alkalisoli-Micrococcales",-0.25878215,2.0433943,3.801735
"162426_Microbacterium_hominis-Micrococcales",-1.01948,4.04617,2.7888107
"77635_Bifidobacterium_subtile-Bifidobacteriales",-1.3302348,-1.0122086,6.6042013
"2589797_Georgenia_yuyongxinii-Micrococcales",-0.41833293,1.9610475,3.9138236
"2614639_Microbacterium_lushaniae-Micrococcales",-1.1218798,3.9594417,2.7725437
"1935379_Leucobacter_muris-Micrococcales",-1.0370541,3.653827,2.47674
"1775880_Glutamicibacter_mishrai-Micrococcales",-0.6380794,3.2765942,2.7004523
"1415166_Nocardia_nova-Corynebacteriales",-0.7131554,-1.5248389,0.4892826
"362257_Streptomyces_vietnamensis-Streptomycetales",4.5947895,0.72303194,3.2865095
"28447_Clavibacter_michiganensis-Micrococcales",-0.7985654,3.8346102,2.6706557
"2897774_Ruania_suaedae-Micrococcales",-0.46589363,2.2977042,3.4849658
"566027_Micrococcus_yunnanensis-Micrococcales",-0.4745947,2.3678553,2.8988519
"1888_Streptomyces_albus-Streptomycetales",3.8597188,1.1447257,2.985562
"2872154_Nocardioides_coralli-Propionibacteriales",-0.241508,1.7042065,4.718601
"249586_Streptomyces_asoensis-Streptomycetales",4.2776327,0.97397107,3.3347287
"1408191_Corynebacterium_deserti-Corynebacteriales",-0.030002892,-0.55426764,1.3241565
"883062_Bifidobacterium_bifidum-Bifidobacteriales",-1.5347309,-0.41028762,6.2702694
"2716227_Gephyromycinifex_aptenodytis-Micrococcales",0.12032074,2.7266834,2.3663034
"68209_Streptomyces_globosus-Streptomycetales",4.296077,0.93482745,3.2055237
"64667_Mycobacterium_lepraemurium-Corynebacteriales",-0.7731757,-2.247189,0.89429355
"206672_Bifidobacterium_longum-Bifidobacteriales",-1.3069105,-1.1343306,6.8269978
"68232_Streptomyces_lusitanus-Streptomycetales",4.8034687,0.50174266,3.0029967
"38304_Corynebacterium_tuberculostearicum-Corynebacteriales",-0.2237407,-0.41620553,1.4977233
"683042_Leucobacter_denitrificans-Micrococcales",-1.0123672,3.5561724,2.4839115
"1401995_Clavibacter_californiensis-Micrococcales",-0.8022506,3.7935283,2.7084007
"2509459_Xylanimonas_allomyrinae-Micrococcales",-0.6206144,0.91952354,4.823424
"2074_Pseudonocardia_autotrophica-Pseudonocardiales",0.07501376,0.3395896,-0.203655
"28049_Acidothermus_cellulolyticus-Acidothermales",0.62913257,1.6002356,0.6415591
"1927_Streptomyces_rimosus-Streptomycetales",4.161978,0.9047845,2.1845732
"1765219_Bifidobacterium_eulemuris-Bifidobacteriales",-1.3197887,-1.1556177,6.806714
"319705_Mycobacteroides_abscessus-Corynebacteriales",-0.6005106,-1.3303287,0.2889998
"1114969_Cutibacterium_acnes-Propionibacteriales",0.44370618,2.838169,2.0844889
"1226757_Streptomyces_rapamycinicus-Streptomycetales",4.1270723,0.7098024,2.350884
"33900_Streptomyces_murinus-Streptomycetales",4.772051,0.57651496,2.9291708
"1689_Bifidobacterium_dentium-Bifidobacteriales",-1.2660296,-0.88777864,6.536851
"2282738_Streptomyces_paludis-Streptomycetales",4.6811047,0.32361245,3.1143787
"2045452_Nocardioides_houyundeii-Propionibacteriales",-0.22752953,1.543741,4.8025746
"1893_Streptomyces_atratus-Streptomycetales",4.468729,0.7752429,3.2751515
"2733571_Trueperella_pecoris-Actinomycetales",-0.24001217,1.5070027,4.220252
"2057743_Actinomyces_wuliandei-Actinomycetales",-0.85591614,1.6047819,4.271796
"1150423_Bifidobacterium_dentium-Bifidobacteriales",-1.2589638,-0.87544394,6.527529
"60920_Sanguibacter_keddieii-Micrococcales",-0.38668776,1.9771625,4.166424
"38303_Corynebacterium_pseudogenitalium-Corynebacteriales",-0.25210392,-0.5537256,1.57572
"544580_Actinomyces_oris-Actinomycetales",-0.53115046,1.6189479,4.4740868
"2492438_Mycobacterium_novum-Corynebacteriales",-0.64655614,-0.28363776,-0.2662289
"1660_Schaalia_odontolytica-Actinomycetales",-0.3975743,1.5471385,4.462178
"33014_Clavibacter_michiganensis-Micrococcales",-0.8059516,3.832264,2.6685922
"482462_Mycobacterium_dioxanotrophicus-Corynebacteriales",-0.7451941,-2.0859072,0.5047736
"875328_Mycolicibacter_sinensis-Corynebacteriales",-0.64655614,-0.28363776,-0.2662289
"33914_Saccharopolyspora_gregorii-Pseudonocardiales",0.392454,0.7315351,-0.21754932
"116188_Streptomyces_coeruleorubidus-Streptomycetales",4.950761,0.40949005,3.1427581
"2079791_Salinibacterium_hongtaonis-Micrococcales",-0.9176247,3.5914538,2.82557
"92644_Streptomyces_malaysiensis-Streptomycetales",4.1266794,0.63469577,2.4164793
"84595_Gordonia_polyisoprenivorans-Corynebacteriales",-0.70782673,-1.4080093,0.6238215
"2486855_Arthrobacter_sulfonylureivorans-Micrococcales",-0.40344083,3.5821035,2.8101957
"379067_Streptomyces_bingchenggensis-Streptomycetales",4.122872,0.68230367,2.403435
"1749_Acidipropionibacterium_jensenii-Propionibacteriales",0.27441752,2.2206435,2.194767
"2596920_Geodermatophilaceae_bacterium-Geodermatophilales",1.3280278,2.1588874,0.845119
"2768071_Clavibacter_zhangzhiyongii-Micrococcales",-0.8047273,3.841525,2.7332006
"132473_Streptomyces_alboniger-Streptomycetales",4.387827,0.6805544,3.376344
"55565_Actinomyces_graevenitzii-Actinomycetales",-0.49095345,1.7403617,4.2759695
"43675_Rothia_mucilaginosa-Micrococcales",-0.66254413,2.9391694,2.8979144
"78258_Parascardovia_denticolens-Bifidobacteriales",-0.98091197,-0.057366252,5.7380257
"1207542_Bifidobacterium_bifidum-Bifidobacteriales",-1.3736687,-0.9811529,6.733537
"1919_Streptomyces_microflavus-Streptomycetales",4.8654013,0.5749348,2.9665258
"1072463_Microbacterium_lemovicicum-Micrococcales",-1.2624352,4.183696,2.7434697
"2079792_Mycetocola_zhujimingii-Micrococcales",-0.80447495,3.7154708,2.6032507
"2712223_Nocardioides_anomalus-Propionibacteriales",-0.20772994,1.7813275,4.849836
"67282_Streptomyces_calvus-Streptomycetales",4.513268,0.86179495,3.31571
"2817475_Arthrobacter_jiangjiafuii-Micrococcales",-0.4245665,3.0105143,3.0194569
"2662028_Aeromicrobium_yanjiei-Propionibacteriales",-0.2536981,1.4341416,4.926802
"306537_Corynebacterium_jeikeium-Corynebacteriales",-0.30469847,-0.8205124,1.4465402
"1690_Bifidobacterium_pseudolongum-Bifidobacteriales",-1.0596796,-0.9687699,6.6029015
"2750620_Chryseoglobus_indicus-Micrococcales",-0.90281045,3.8400724,2.495321
"37927_Sinomonas_atrocyanea-Micrococcales",-0.30979586,3.245598,2.9335685
